org,count,category,code_id,code_display,concept_id,concept_name,vocab
XXX,1,기능검사,KA1695^^02,RFA-Arrhythmia 3D(AF)-Septal Puncture,233163003,Radiofrequency ablation operation for arrhythmia (procedure),SNOMED
XXX,1,기능검사,KA1697^^01,RFA-Arrhythmia 3D(AF),233163003,Radiofrequency ablation operation for arrhythmia (procedure),SNOMED
YYY,1,기능검사,KA1695^^01,RFA-Arrhythmia 3D(AF)-Septal Puncture,233163003,Radiofrequency ablation operation for arrhythmia (procedure),SNOMED
YYY,1,기능검사,H07151^^02,PEG후 tube 재삽입술,235159007,Percutaneous endoscopic insertion of gastrostomy tube (procedure),SNOMED
YYY,1,기능검사,H0715ET^^02,PEG (Percutaneous Endoscopic Gastrostomy+의식하진정),235159007,Percutaneous endoscopic insertion of gastrostomy tube (procedure),SNOMED
ZZZ,4,기능검사,KA1922^^02,⊙Percutaneous Mechanical Thrombolysis,240929001,Percutaneous thrombolysis (procedure),SNOMED
XXX,5,기능검사,KA1528^^02,Thoracic Aortography,241229004,Thoracic aortogram (procedure),SNOMED
XXX,1,기능검사,CSVA121^^01,Thoracic Aortography_CVS,241229004,Thoracic aortogram (procedure),SNOMED
XXX,13,기능검사,ENU006^^02,US Neck procedure_EN,241453007,Ultrasound scan of neck (procedure),SNOMED
XXX,11,기능검사,ENU005^^02,US Neck f/u_EN,241453007,Ultrasound scan of neck (procedure),SNOMED
XXX,1,기능검사,L9093^^01,One point US -CS,241460001,Ultrasound angiography of aorta (procedure),SNOMED
YYY,13,기능검사,KA1506^^02,Intra Vascular Ultrasound(IVUS),241466007,Intravascular ultrasound angiography of blood vessel (procedure),SNOMED
YYY,3,기능검사,KA1506^^01,IVUS (Intra Vascular Ultrasound),241466007,Intravascular ultrasound angiography of blood vessel (procedure),SNOMED
YYY,1,기능검사,H43525^^01,[MR] US SHOULDER DOPPLER(Rt),241497006,Ultrasound scan of shoulder joint (procedure),SNOMED
ZZZ,1,기능검사,H435212^^01,US ELBOW(편측)-OS,241498001,Ultrasound scan of elbow (procedure),SNOMED
XXX,1,기능검사,H435212^^02,US ELBOW(편측)-OS,241498001,Ultrasound scan of elbow (procedure),SNOMED
XXX,1,기능검사,H435215^^01,US HIP (편측)-OS,241502008,Ultrasound scan of hip (procedure),SNOMED
XXX,1,기능검사,H435215^^02,US HIP (편측)-OS,241502008,Ultrasound scan of hip (procedure),SNOMED
XXX,1,기능검사,H435216^^02,US KNEE (편측)-OS,241504009,Ultrasonography of knee (procedure),SNOMED
XXX,1,기능검사,H435217^^02,US ANKLE (편측)-OS,241505005,Ultrasonography of ankle (procedure),SNOMED
YYY,6,기능검사,L9889A^^02,Bronchoscopy(TBLB-Transbronchial iung biopsy),243685008,Bronchoscopy with transbronchial lung biopsy (procedure),SNOMED
YYY,2,기능검사,L010459^^02,EBUS-TBLB,243685008,Bronchoscopy with transbronchial lung biopsy (procedure),SNOMED
YYY,2,기능검사,L010457^^02,"EBUS- GS, TBLB",243685008,Bronchoscopy with transbronchial lung biopsy (procedure),SNOMED
ZZZ,26,기능검사,L84544^^01,Fibrinogen Test - 마취실,250346004,Fibrinogen measurement (procedure),SNOMED
XXX,12,기능검사,L84544^^02,Fibrinogen Test - 마취실,250346004,Fibrinogen measurement (procedure),SNOMED
XXX,9,기능검사,H0293^^02,"Defibrillation, Cardioversion",250980009,Cardioversion (procedure),SNOMED
XXX,1,기능검사,H0293^^01,"Defibrillation, Cardioversion",250980009,Cardioversion (procedure),SNOMED
XXX,5,기능검사,L95973^^02,온도감각검사(thermal threshold) -NR,251583009,Thermal threshold (observable entity),SNOMED
YYY,5,기능검사,L95970^^02,진동감각검사(Vibration threshold) -NR,251585002,Vibration threshold (observable entity),SNOMED
YYY,17,기능검사,L014491^^01,IOL master (양안),251692002,Ocular axial length (observable entity),SNOMED
YYY,1,기능검사,L014491^^02,IOL master (양안),251692002,Ocular axial length (observable entity),SNOMED
ZZZ,4,기능검사,L9039^^02,VENOUS REFLUX TEST,252083003,Venous reflux flow (observable entity),SNOMED
ZZZ,26,기능검사,L84541^^01,Intrinsic Test - 마취실,252280008,Intrinsic coagulation pathway screening (procedure),SNOMED
XXX,12,기능검사,L84541^^02,Intrinsic Test - 마취실,252280008,Intrinsic coagulation pathway screening (procedure),SNOMED
XXX,26,기능검사,L84542^^01,Extrinsic Test - 마취실,252281007,Extrinsic coagulation pathway screening (procedure),SNOMED
XXX,12,기능검사,L84542^^02,Extrinsic Test - 마취실,252281007,Extrinsic coagulation pathway screening (procedure),SNOMED
XXX,4,기능검사,KL13112^^01,24시간 홀터 심전도(MEMO 패치),252417001,24 Hour electrocardiogram (procedure),SNOMED
YYY,9,기능검사,KA1680^^02,EPS-comprehensive,252425004,Cardiac electrophysiology (procedure),SNOMED
YYY,4,기능검사,H0293_1^^01,"EPS-Defibrillation, Cardioversion",252425004,Cardiac electrophysiology (procedure),SNOMED
YYY,3,기능검사,KA1680^^01,EPS-comprehensive,252425004,Cardiac electrophysiology (procedure),SNOMED
ZZZ,2,기능검사,HA680^^02,⊙Aortocoronary Venous Bypass Graft Angiography(편측),252427007,Angiography of coronary artery bypass graft (procedure),SNOMED
XXX,19,기능검사,L9035^^02,Pulse wave velocity and ABI,252447004,Pulsed wave ultrasonic Doppler (procedure),SNOMED
XXX,13,기능검사,L9806_1^^02,호흡기 6분 (6MWT+B.D+DLCO) SET처방 -2 ( 호흡기내과 외래전용 ),252478000,6-minute walk test (procedure),SNOMED
XXX,12,기능검사,L9806_1^^01,호흡기 6분 (6MWT+B.D+DLCO) SET처방 -2,252478000,6-minute walk test (procedure),SNOMED
XXX,3,기능검사,L9806^^02,호흡기 6분 (6MWT+F.V+DLCO) SET처방 -1 ( 호흡기내과 외래전용 ),252478000,6-minute walk test (procedure),SNOMED
XXX,3,기능검사,L015277^^02,호흡기 6분단독 test ( 호흡기내과 외래전용 ),252478000,6-minute walk test (procedure),SNOMED
YYY,1,기능검사,L015277^^01,호흡기 6분단독 test,252478000,6-minute walk test (procedure),SNOMED
YYY,9,기능검사,L013311^^02,"KOH MOUNT, NAIL",252506000,Potassium hydroxide skin test (procedure),SNOMED
YYY,4,기능검사,L013311^^01,"KOH MOUNT, NAIL",252506000,Potassium hydroxide skin test (procedure),SNOMED
ZZZ,8,기능검사,L015273^^02,호흡기 Methacholine test ( 호흡기내과 전용 ),252520007,Methacholine challenge (procedure),SNOMED
XXX,5,기능검사,L015273A^^01,Methacholine test[알레르기],252520007,Methacholine challenge (procedure),SNOMED
XXX,5,기능검사,L9874^^01,Measurement of Energy Expenditure by Indirect Calorimetry,252543003,Indirect calorimetry (procedure),SNOMED
XXX,2,기능검사,L015471^^01,Acoustic Rhinometry,252557001,Acoustic rhinometry (procedure),SNOMED
XXX,2,기능검사,L015471^^02,Acoustic rhinometry,252557001,Acoustic rhinometry (procedure),SNOMED
XXX,3,기능검사,L9682^^02,Stroboscopy-ENT,252572002,Laryngeal stroboscopy (procedure),SNOMED
YYY,412,기능검사,L95613^^02,Pure Tone Audiometry(P.T.A),252577008,Pure tone audiometry (procedure),SNOMED
YYY,60,기능검사,L95613^^01,Pure Tone Audiometry(PTA),252577008,Pure tone audiometry (procedure),SNOMED
YYY,2,기능검사,L95614^^02,Pure Tone Audiometry(UCL),252577008,Pure tone audiometry (procedure),SNOMED
ZZZ,9,기능검사,L956131^^02,"Hearing Aided(P,T,A)",252580009,Automated pure tone audiometry (procedure),SNOMED
XXX,286,기능검사,L9640^^02,Speech Audiometry-Speech Test,252592009,Speech audiometry (procedure),SNOMED
XXX,45,기능검사,L9640^^01,Speech Audiometry(SA),252592009,Speech audiometry (procedure),SNOMED
XXX,20,기능검사,L9633^^02,Tinnitogram,252603000,Tinnitus assessment (procedure),SNOMED
XXX,9,기능검사,L9633^^01,Tinnitogram,252603000,Tinnitus assessment (procedure),SNOMED
YYY,1,기능검사,L9672^^02,ASSR(Auditory Steady-State Response),252617009,Auditory brainstem response screening test (procedure),SNOMED
YYY,161,기능검사,L9674^^02,Transient Evoked-O.A.E(TEOAE),252624005,Evoked oto-acoustic emission measurement (procedure),SNOMED
YYY,5,기능검사,L9674^^01,Transient Evoked-O.A.E(TEOAE),252624005,Evoked oto-acoustic emission measurement (procedure),SNOMED
ZZZ,166,기능검사,L9671^^02,Distortion Product-O.A.E(DPOAE),252626007,Distortion product oto-acoustic emission measurement (procedure),SNOMED
ZZZ,5,기능검사,L9671^^01,Distortion Product-O.A.E(DPOAE),252626007,Distortion product oto-acoustic emission measurement (procedure),SNOMED
XXX,2,기능검사,L9683^^02,Electroglottography(EGG),252638003,Electromyography of stomach (procedure),SNOMED
XXX,94,기능검사,L013310^^02,"KOH MOUNT, SKIN",252690007,Amine test (procedure),SNOMED
XXX,21,기능검사,L013310^^01,"KOH MOUNT, SKIN",252690007,Amine test (procedure),SNOMED
XXX,1,기능검사,L9890A^^02,POLYSOMNOGRAPHY & MSLT - NR,252731002,Multiple sleep latency test (procedure),SNOMED
YYY,99,기능검사,L9591^^02,"SIMPLE,WAKING EEG -Digital",252735006,Ambulatory electroencephalogram (procedure),SNOMED
YYY,11,기능검사,L9591^^01,"SIMPLE,WAKING EEG -Digital-NR",252735006,Ambulatory electroencephalogram (procedure),SNOMED
YYY,18,기능검사,L012328^^02,지속적 뇌파감시(1일당) Continuous EEG monitoring - Digital - NR,252736007,Continuous processed electroencephalogram (procedure),SNOMED
ZZZ,2,기능검사,L012328^^01,지속적 뇌파감시(1일당) Continuous EEG monitoring - Digital-NR,252736007,Continuous processed electroencephalogram (procedure),SNOMED
XXX,2,기능검사,L012336^^01,"Video EEG Monitoring 두개강외(1일당), 64채널 미만-NR",252738008,Video electroencephalogram (procedure),SNOMED
XXX,5,기능검사,L9574^^01,NCV Repetitive Stimulation Test -NR,252748005,Repetitive nerve stimulation (procedure),SNOMED
XXX,4,기능검사,L9574^^02,NCV Repetitive Stimulation Test -NR,252748005,Repetitive nerve stimulation (procedure),SNOMED
XXX,4,기능검사,L8538^^02,F-REFLEX[U/EX]-편측 - RM,252750002,F-wave recording (procedure),SNOMED
XXX,3,기능검사,L8539^^02,F-REFLEX[L/EX]-편측 - RM,252750002,F-wave recording (procedure),SNOMED
YYY,1,기능검사,L8539^^01,F-REFLEX[L/EX]-편측 - RM,252750002,F-wave recording (procedure),SNOMED
YYY,1,기능검사,L85107^^02,EMG (RECTAL OR ANAL MUSCLE) - RM,252757004,Electromyography of sphincter (procedure),SNOMED
YYY,24,기능검사,L95971^^02,Q-SWEAT -NR,252760006,Quantitative myometry (procedure),SNOMED
ZZZ,9,기능검사,L95971^^01,Q-SWEAT -NR,252760006,Quantitative myometry (procedure),SNOMED
XXX,2,기능검사,L8576^^02,H- REFLEX - RM,252774004,H-reflex studies (procedure),SNOMED
XXX,1,기능검사,L8576^^01,H- REFLEX - RM,252774004,H-reflex studies (procedure),SNOMED
XXX,3,기능검사,L95281_1^^01,Intraoperative monitoring 2종 이상 - NS,252793002,Intraoperative neurophysiological monitoring (regime/therapy),SNOMED
XXX,1,기능검사,L95281_1^^02,Intraoperative monitoring 2종 이상 - NS,252793002,Intraoperative neurophysiological monitoring (regime/therapy),SNOMED
XXX,23,기능검사,L012115^^02,Heart rate analysis in valsalva-NR,252800004,Autonomic function studies (procedure),SNOMED
YYY,2,기능검사,L012115^^01,Heart rate analysis in valsalva-NR,252800004,Autonomic function studies (procedure),SNOMED
YYY,11,기능검사,L014335^^01,Pentacam (단안),252830007,Corneal topography (procedure),SNOMED
YYY,7,기능검사,L014335^^02,Pentacam (단안),252830007,Corneal topography (procedure),SNOMED
ZZZ,8,기능검사,L012128^^02,Ocular Motor Function Test and Convergence Test(Detailed),252848003,Binocular vision test (procedure),SNOMED
XXX,2,기능검사,L012128^^01,Ocular Motor Function Test and Convergence Test(Detailed),252848003,Binocular vision test (procedure),SNOMED
XXX,1,기능검사,L014270^^01,Lancaster Red - Green Test,252879004,Lancaster screening (procedure),SNOMED
XXX,1,기능검사,L0151782^^01,Sbjective Visual Vertical and Horizontal(SVV & SVH),252881002,Vertical prism test (procedure),SNOMED
XXX,327,기능검사,L013811^^02,"URODYNAMIC STUDY ,COMPLEX -URO",252895004,Urodynamic studies (procedure),SNOMED
YYY,37,기능검사,L013811^^01,"URODYNAMIC STUDY(X-RAY 포함),COMPLEX (비뇨기과)",252895004,Urodynamic studies (procedure),SNOMED
YYY,1,기능검사,H6283^^01,Polypectomy of Cervical Mucosa,265054005,Cervical polypectomy (procedure),SNOMED
YYY,1,기능검사,H6283^^02,Polypectomy of Cervical Mucosa,265054005,Cervical polypectomy (procedure),SNOMED
ZZZ,6,기능검사,L015150^^01,Video Head Impulse Test(VHIT),268360001,Visual testing (procedure),SNOMED
ZZZ,1,기능검사,L0123836^^01,Barthel ADL(Barthel index)_신경인지,273302005,Barthel index (assessment scale),SNOMED
XXX,1,기능검사,L0123836^^02,Barthel Activities of Daily living test-신경인지,273302005,Barthel index (assessment scale),SNOMED
XXX,10,기능검사,L8773^^02,CDR (치매척도검사),273367002,Clinical dementia rating scale (assessment scale),SNOMED
XXX,2,기능검사,L8773^^01,CDR (치매척도검사),273367002,Clinical dementia rating scale (assessment scale),SNOMED
XXX,2,기능검사,L012354^^01,Dementia Rating Scale(GDS1)-신경인지,273367002,Clinical dementia rating scale (assessment scale),SNOMED
YYY,2,기능검사,L0123461^^02,Dementia Rating Scale(CDR2)-신경인지,273367002,Clinical dementia rating scale (assessment scale),SNOMED
YYY,1,기능검사,L012354_1^^02,Dementia Rating Scale(GDS1)-신경인지,273367002,Clinical dementia rating scale (assessment scale),SNOMED
YYY,15,기능검사,L98801^^02,BRONCHTAL BIOPSY UNDER ENDOSCOPY,274318008,Bronchoscopy and biopsy of bronchus (procedure),SNOMED
ZZZ,10,기능검사,L98801^^01,BRONCHTAL BIOPSY UNDER ENDOSCOPY,274318008,Bronchoscopy and biopsy of bronchus (procedure),SNOMED
XXX,3,기능검사,L012380^^01,동작분석 운동역학검사(보행분석)-운동다원검사실-NR,274787008,Examination of gait (procedure),SNOMED
XXX,2,기능검사,F2182^^02,보행분석트레드밀(II),274787008,Examination of gait (procedure),SNOMED
XXX,14,기능검사,KL1450^^02,CAROTID IMT,276021004,Ultrasonography of carotid artery (procedure),SNOMED
XXX,12,기능검사,KL1450^^01,CAROTID IMT,276021004,Ultrasonography of carotid artery (procedure),SNOMED
XXX,14,기능검사,KA1700^^02,Setting of Cardiac Pacing c Ext. Pulse Generator,281556002,Insertion of temporary cardiac pacemaker (procedure),SNOMED
YYY,1,기능검사,L012403^^01,Shoulder Arthroscopy (Lt),281812007,Arthroscopic shoulder procedure (procedure),SNOMED
YYY,1,기능검사,L012409^^01,GNRB Arthrometry Diagnostic test,284401004,Examination of knee joint (procedure),SNOMED
YYY,9,기능검사,L012117^^02,Sudomotor Function Indicator,284419008,Examination of peripheral nerve (procedure),SNOMED
ZZZ,2,기능검사,L012117^^01,MDS-UPDRS_입원(1층 운동다원검사실)-NR,284419008,Examination of peripheral nerve (procedure),SNOMED
XXX,1,기능검사,KA1507L^^02,⊙Coronary Angiography(Lt),287598009,Angiography of left coronary artery (procedure),SNOMED
XXX,151,기능검사,H6884^^02,CYSTOSCOPIC URETERAL STENT INDWELLING,302362005,Cystoscopic insertion of indwelling catheter of ureter (procedure),SNOMED
XXX,45,기능검사,L9036^^02,Vascular Screening,302779002,Vascular function test (procedure),SNOMED
XXX,24,기능검사,L9036^^01,Vascular Screening,302779002,Vascular function test (procedure),SNOMED
XXX,2,기능검사,L01385^^01,Renal ultrasono-URO,303917008,Ultrasound of urinary tract (procedure),SNOMED
YYY,1,기능검사,L01385^^02,Renal ultrasono-URO,303917008,Ultrasound of urinary tract (procedure),SNOMED
YYY,8,기능검사,L01387^^02,US UROLOGIC (DOPPLER) -URO,303918003,Ultrasonography of male genital system (procedure),SNOMED
YYY,14,기능검사,H435211^^01,US SHOULDER (편측)-OS,303922008,Ultrasound of shoulder region (procedure),SNOMED
ZZZ,11,기능검사,H435211^^02,US SHOULDER (편측)-OS,303922008,Ultrasound of shoulder region (procedure),SNOMED
XXX,2,기능검사,L91998^^02,Beck 자살생각척도(BSI),304712004,Beck scale for suicide ideation (assessment scale),SNOMED
XXX,39,기능검사,L012375^^01,[MiniCog] 단축인지기능평가-신경인지,307808008,Neuropsychological testing (procedure),SNOMED
XXX,29,기능검사,L012373^^02,[SNSB]_(60세 이상)Neuropsychological screening Battery-2시간,307808008,Neuropsychological testing (procedure),SNOMED
XXX,21,기능검사,L012373^^01,[SNSB]_(60세 이상)Neuropsychological screening Battery_신경인지,307808008,Neuropsychological testing (procedure),SNOMED
YYY,4,기능검사,L012319^^02,이상운동비디오 B,307808008,Neuropsychological testing (procedure),SNOMED
YYY,3,기능검사,L012319^^01,이상운동비디오 B,307808008,Neuropsychological testing (procedure),SNOMED
YYY,2,기능검사,MIG_S38002^^02,Dementia Neuropsychological screening Battery-F/U,307808008,Neuropsychological testing (procedure),SNOMED
ZZZ,2,기능검사,L012372^^02,[SNSB]_(44~59세)Dementia Neuropsychological screening Battery_신경인지,307808008,Neuropsychological testing (procedure),SNOMED
ZZZ,1,기능검사,L8789^^01,기본치매평가,307808008,Neuropsychological testing (procedure),SNOMED
XXX,2,기능검사,KA1510^^02,Pericardiocentesis,309849004,Pericardiocentesis (procedure),SNOMED
XXX,41,기능검사,H0739S^^02,Polypectomy of Colon Fiberscopy(2~6개):개당,311774002,Colonoscopic polypectomy (procedure),SNOMED
XXX,31,기능검사,H0739M^^02,Colonoscopic Polypectomy 제2수술(70%),311774002,Colonoscopic polypectomy (procedure),SNOMED
XXX,21,기능검사,H0739M^^01,Colonoscopic Polypectomy 제2수술(70%),311774002,Colonoscopic polypectomy (procedure),SNOMED
YYY,15,기능검사,H0739S^^01,Polypectomy of Colon Fiberscopy(2~6개):개당,311774002,Colonoscopic polypectomy (procedure),SNOMED
YYY,12,기능검사,H0739ET^^02,Polypectomy of Colon Fiberscopy+의식하진정,311774002,Colonoscopic polypectomy (procedure),SNOMED
YYY,11,기능검사,H0739ET^^01,Polypectomy of Colon Fiberscopy+의식하진정,311774002,Colonoscopic polypectomy (procedure),SNOMED
ZZZ,4,기능검사,H07391ET^^01,Polypectomy of Colon Fiberscopy+의식하진정(OPD),311774002,Colonoscopic polypectomy (procedure),SNOMED
XXX,2,기능검사,H0739^^01,Polypectomy of Colon Fiberscopy,311774002,Colonoscopic polypectomy (procedure),SNOMED
XXX,1,기능검사,H0739^^02,Polypectomy of Colon Fiberscopy,311774002,Colonoscopic polypectomy (procedure),SNOMED
XXX,2,기능검사,CSVA142B^^01,External Iliac Arteriography(Both)_CVS,312730001,Angiography of external iliac artery (procedure),SNOMED
XXX,1,기능검사,ZS5302A^^01,위 또는 대장 의식하 진정 수기료 (Health center),314271007,Induction of conscious sedation (procedure),SNOMED
XXX,6,기능검사,L015175^^02,VOR(VESTIBULO-OCULAR REFLEX TEST)-Rotatory chair,363830000,Vestibulo-ocular reflex (observable entity),SNOMED
YYY,3,기능검사,L015174^^01,Sinusoidal Harmonic Acceleration Test(SHA),363830000,Vestibulo-ocular reflex (observable entity),SNOMED
YYY,1,기능검사,L0151781^^01,Visual Enhancement Test(VVOR),363830000,Vestibulo-ocular reflex (observable entity),SNOMED
YYY,9,기능검사,KA1535^^02,관상동맥내 압력측정술(단일혈관),371842003,Fractional flow reserve (observable entity),SNOMED
ZZZ,6,기능검사,KA1535^^01,FFR (Single Vessel),371842003,Fractional flow reserve (observable entity),SNOMED
XXX,1,기능검사,KA1536^^02,관상동맥내 압력측정술(추가혈관),371842003,Fractional flow reserve (observable entity),SNOMED
XXX,8,기능검사,L013174^^02,GY USG(Pelvis),373681008,Ultrasound gynecology scan (procedure),SNOMED
XXX,6,기능검사,L013179BW^^02,OB-GY USG(Fee free) - WOG,373681008,Ultrasound gynecology scan (procedure),SNOMED
XXX,2,기능검사,L013175^^02,GY USG(Pelvis) F/U,373681008,Ultrasound gynecology scan (procedure),SNOMED
XXX,1,기능검사,ZS7107HA^^01,US OB-GY (Health center),373681008,Ultrasound gynecology scan (procedure),SNOMED
YYY,1,기능검사,ZS7107HD^^01,US OB-GY (Health center),373681008,Ultrasound gynecology scan (procedure),SNOMED
YYY,1,기능검사,L013173^^02,GY USG(Pelvis Detailed),373681008,Ultrasound gynecology scan (procedure),SNOMED
YYY,22,기능검사,H0687ET^^02,BILLIARY STONE EXTRACTION +의식하진정,384647004,Bile duct stone removal (procedure),SNOMED
ZZZ,1,기능검사,H0687ET^^01,Biliary Stone Removal +의식하진정,384647004,Bile duct stone removal (procedure),SNOMED
XXX,1,기능검사,H0693^^01,Gastrointestinal Bleeding Control using Endoscopic Hemostatic Power(분말지혈술),386218004,Control of hemorrhage of gastrointestinal tract (procedure),SNOMED
XXX,1,기능검사,H0693^^02,EndoClot (Gastrointestinal Bleeding Control using Endoscopic Hemostatic Powder),386218004,Control of hemorrhage of gastrointestinal tract (procedure),SNOMED
XXX,2,기능검사,KA1404^^02,Cerebral Protection System,386281000,Embolus precautions (procedure),SNOMED
XXX,52,기능검사,H7643^^02,Extracorporeal Magnetic Innervation for Urinary Incontinence-10분(1일당),386488008,Urinary incontinence care (regime/therapy),SNOMED
YYY,25,기능검사,L9425_F^^02,ERCP(의식하진정)_(fee free),386718000,Endoscopic retrograde cholangiopancreatography (procedure),SNOMED
YYY,1,기능검사,L94251^^01,ERCP 50% (의식하진정),386718000,Endoscopic retrograde cholangiopancreatography (procedure),SNOMED
YYY,1,기능검사,H7141^^02,TRANSURETHRAL BLADDER SURGERY(TUMOR),386792000,Transurethral excision of neoplasm of urinary bladder (procedure),SNOMED
ZZZ,95,기능검사,H68984^^02,Clot evaccuation of bladder,389043002,Transurethral cystoscopic removal of blood clot from urinary bladder (procedure),SNOMED
ZZZ,10,기능검사,H68984^^01,Clot evaccuation of bladder,389043002,Transurethral cystoscopic removal of blood clot from urinary bladder (procedure),SNOMED
XXX,133,기능검사,L014052^^02,Noncontact tonometer,389150000,Non-contact tonometry (procedure),SNOMED
XXX,2,기능검사,L014051_1^^02,골드만안압검사,389152008,Goldmann applanation tonometry (procedure),SNOMED
XXX,1,기능검사,H185909^^02,US.GS pre op doppler-carotid,394719009,Doppler ultrasonography of carotid artery (procedure),SNOMED
XXX,1,기능검사,KA1710^^02,Implantation Cardiovertor Defibrillator,395218007,Implantation of internal cardiac defibrillator (procedure),SNOMED
YYY,1,기능검사,KA1718^^02,I of internal pulse A or V Lead(single camber),395218007,Implantation of internal cardiac defibrillator (procedure),SNOMED
YYY,3,기능검사,L014031^^02,Manifest refraction,397277005,Subjective refraction (procedure),SNOMED
YYY,13,기능검사,L9887^^02,Bronchoscopy(BAL-Bronchoalveolar lavage),397397002,Bronchoscopy and bronchoalveolar lavage (procedure),SNOMED
ZZZ,5,기능검사,L9887^^01,Bronchoscopy(BAL-Bronchoalveolar lavage),397397002,Bronchoscopy and bronchoalveolar lavage (procedure),SNOMED
XXX,57,기능검사,L014331^^02,Specular micoscopy,397556008,Corneal specular photomicroscopy (procedure),SNOMED
XXX,22,기능검사,L014331^^01,Specular micoscopy,397556008,Corneal specular photomicroscopy (procedure),SNOMED
XXX,5,기능검사,L95972^^02,통각검사(HEAT PAIN) -NR,397714007,Ability to sense pain (observable entity),SNOMED
XXX,3,기능검사,L9548_1^^01,Motor Evoked Potential LOWER EXTREMITY-NR,397818004,Motor evoked potentials monitoring (regime/therapy),SNOMED
XXX,3,기능검사,L9550_1^^01,Motor Evoked Potential UPPER EXTREMITY-NR,397818004,Motor evoked potentials monitoring (regime/therapy),SNOMED
YYY,109,기능검사,ZHPC04^^01,청력검사 (Health center),398171003,Hearing examination (procedure),SNOMED
YYY,22,기능검사,ZHPC04^^02,청력검사 (Health center),398171003,Hearing examination (procedure),SNOMED
YYY,4,기능검사,L956131^^01,Hearing Aided Test,398171003,Hearing examination (procedure),SNOMED
ZZZ,45,기능검사,L0123185^^01,ABI BA/PWV -NR,401221002,Ankle brachial pressure index (procedure),SNOMED
XXX,33,기능검사,L0123185^^02,ABI BA/PWV -SNR,401221002,Ankle brachial pressure index (procedure),SNOMED
XXX,22,기능검사,L0123185_C^^01,ABI BA/PWV -CVS,401221002,Ankle brachial pressure index (procedure),SNOMED
XXX,9,기능검사,L9037^^02,Lower Extremity Segment ABI/n CPVR Test,401221002,Ankle brachial pressure index (procedure),SNOMED
XXX,8,기능검사,L9037^^01,Lower Extremity Segment ABI/n CPVR Test,401221002,Ankle brachial pressure index (procedure),SNOMED
XXX,220,기능검사,H6956^^02,Retrograde Pyelography [Unilateral],405250000,Retrograde pyelogram (procedure),SNOMED
YYY,109,기능검사,ZHPC01^^01,신체계측 (Health ceneter),410185002,Physical evaluation assessment (procedure),SNOMED
YYY,24,기능검사,ZHPC01^^02,신체계측 (Health ceneter),410185002,Physical evaluation assessment (procedure),SNOMED
YYY,11,기능검사,L014461^^02,Pachymetry (양안),410456003,Corneal pachymetry (procedure),SNOMED
ZZZ,18,기능검사,L014336^^02,Pentacam (양안),414085008,Elevation-based corneal topography (procedure),SNOMED
XXX,11,기능검사,L014336^^01,Pentacam (양안),414085008,Elevation-based corneal topography (procedure),SNOMED
XXX,43,기능검사,L014490^^02,IOL master (단안),415038008,Partial coherence interferometry biometry (procedure),SNOMED
XXX,11,기능검사,L014490^^01,IOL master (단안),415038008,Partial coherence interferometry biometry (procedure),SNOMED
XXX,9,기능검사,KA16041^^02,PCI of Culprit Lesion in AMI,415070008,Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure),SNOMED
YYY,1,기능검사,KA16043^^02,PCI of Chronic Total Occlusion(Atherectomy 동시 시술),415070008,Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure),SNOMED
YYY,1,기능검사,KA16042^^02,PCI of Chronic Total Occlusion,415070008,Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure),SNOMED
YYY,1,기능검사,KA16041^^01,PTCA & Stent (Culprit Lesion in AMI),415070008,Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure),SNOMED
ZZZ,70,기능검사,L013176^^02,OB-GY Pelvis USG (Medison) - (부인종양센터),418296000,Ultrasound scan of female genital tract (procedure),SNOMED
ZZZ,14,기능검사,L013177^^02,OB-GY Pelvis USG F/U(Medison) - (부인종양센터),418296000,Ultrasound scan of female genital tract (procedure),SNOMED
XXX,9,기능검사,L013175^^01,OB-GY USG(Pelvis) F/U-진단1회 초과시,418296000,Ultrasound scan of female genital tract (procedure),SNOMED
XXX,68,기능검사,H6958^^02,ANTEGRADE PYELOGAPHY(AGP) -URO,418462009,Fluoroscopic antegrade pyelography (procedure),SNOMED
XXX,3,기능검사,L01389^^02,US PENIL DOPPLER -URO,418762008,Doppler ultrasonography of penis (procedure),SNOMED
XXX,3,기능검사,H34892^^01,"US For Aspiration , Breast (portable_WGS)",419146001,Ultrasound scan and aspiration of breast (procedure),SNOMED
YYY,3,기능검사,HA1421^^02,CYSTOURETHROGRAPHY -URO,419245009,Fluoroscopic micturating cystourethrography (procedure),SNOMED
YYY,10,기능검사,H6959^^02,URETHROGRAPHY -URO,419644004,Fluoroscopic urethrography (procedure),SNOMED
YYY,1,기능검사,H185905^^02,US.GS vascular access,419698000,Ultrasound angiography (procedure),SNOMED
ZZZ,1,기능검사,H185906^^02,US.GS vascular mapping-vascular access,419698000,Ultrasound angiography (procedure),SNOMED
XXX,84,기능검사,L014022^^02,시야검사 (양안),424134004,Tangent screen testing (procedure),SNOMED
XXX,42,기능검사,L014022^^01,시야검사 (양안),424134004,Tangent screen testing (procedure),SNOMED
